,user-id,text,audioFileName,audioLength,commentMsg,language,AIF,TAADNM,SVIU,ICA,BIN,IA,VIROA
265,2437,युद्ध के समय उनके हाथों में दो तलवारें होती हैं,24997_2,5.692,Text is fine;,Hindi,2,0,0,0,0,0,0
267,2437,इसी लिये सोर्स कोड प्रकाशित नहीं किया जाता है,24996_2,6.332000000000001,Text is fine;,Hindi,2,0,0,0,0,0,0
268,2437,आप ने में से सीटें जीती और भाजपा ने सिर्फ,24995_2,6.716,Text is fine;,Hindi,2,0,2,0,1,0,0
269,2437,इस झील में सात द्वीप हैं,24994_2,6.972,Text is fine;,Hindi,2,0,0,0,2,0,0
271,2437,इस अंतर के कारण पूरी तरह से स्पष्ट नहीं है,24937_2,6.46,Text is fine;,Hindi,2,0,0,0,0,0,0
273,2437,कूजियाँ यांत्रिक हो सकते हैं या इलेक्ट्रानिक,24931_2,6.46,Text is fine;,Hindi,2,0,0,0,0,0,0
274,2437,इसका वर्णन चीनी यात्री ह्वेनसांग ने भी किया था,24274_2,7.228,Text is fine;,Hindi,2,0,0,0,1,0,0
275,2437,पुलिस ने बाद में पता किया की गोलियाँ नकली थीं,24273_2,6.332000000000001,Text is fine;,Hindi,1,0,0,0,2,0,0
278,2437,विशुद्ध गणितीय फार्मूलों के आधार पर,24272_2,5.436,Text is fine;,Hindi,2,0,0,0,0,0,0
289,2447,ओड़िआ ओड़िशा की प्रमुख भाषा है,30411_1,5.82,Text is fine;,Hindi,0,0,0,0,0,0,0
290,2447,"इसका कुल क्षेत्रफल , वर्ग किमी है",30410_1,5.692,Text is fine;,Hindi,0,0,0,0,0,0,0
291,2447,धर्म को एक निजी मामला समझा गया था,30409_1,5.564,Text is fine;,Hindi,0,0,0,0,0,0,0
292,2447,एक तीव्र प्रकाश हुआ,30408_1,4.156000000000001,Text is fine;,Hindi,0,0,0,0,0,0,0
293,2447,वे मैसूर के पौर्वात्य अनुसंधान संस्थान में पुस्तकालयाध्यक्ष थे,30407_1,10.044,Too many difficult words in text (not used in day-to-day conversations);,Hindi,0,0,0,0,0,0,0
294,2447,विज्ञापन सम्प्रेषण की एक संपूर्ण कला है,30406_1,5.9479999999999995,Text is fine;,Hindi,0,0,0,0,0,0,0
295,2447,"इससे जुलाई, को राज्य अधिनियम, के तहत मान्यता दी गई",30405_1,6.972,Text is fine;,Hindi,0,0,0,0,0,0,0
296,2447,आम्बेडकर विपुल प्रतिभा के छात्र थे,30404_1,5.18,Text is fine;,Hindi,0,0,0,0,0,0,0
297,2447,के नाम की उत्पत्ति को लेकर विद्वानों में मतभेद है,30403_1,6.46,Text is fine;,Hindi,0,0,0,0,0,0,0
298,2447,हालांकि जापान चीन से सन् ई.,30402_1,5.436,Text is fine;,Hindi,0,0,0,0,0,0,0
299,2447,बोधिवृक्ष की भी पूजा की जाती है,30401_1,5.308,Text is fine;,Hindi,0,0,0,0,0,0,0
300,2447,जातक शब्द जन धातु से बना है,30400_1,5.18,Text is fine;,Hindi,0,0,0,0,0,0,0
301,2447,राधा एक अमीर व्यापारी की एकमात्र बेटी है,30399_1,6.332000000000001,Text is fine;,Hindi,0,0,0,0,0,0,0
302,2447,पूर्व राजस्थान उच्च न्यायालय के मुख्य न्यायाधीश रह चुके है,30398_1,7.484,Text is fine;,Hindi,0,0,0,0,0,0,0
303,2447,"इनमें मॉनीटर, सीपीयू, कीबोर्ड, माउस, प्रिण्टर आदि आते हैं",30397_1,7.1,Text is fine;,Hindi,0,0,0,0,0,0,0
304,2447,फिर उन्होंने कई बार हिट संगीत दिया,30396_1,5.18,Text is fine;,Hindi,0,0,0,0,0,0,0
305,2447,कई मस्जिदों के निर्माण के लिए शिवाजी ने अनुदान दिया,30395_1,6.716,Text is fine;,Hindi,0,0,0,0,0,0,0
306,2447,अलंकार चन्द्रोदय के अनुसार हिन्दी कविता में प्रयुक्त एक अलंकार,30394_1,8.252,Text is fine;,Hindi,0,0,0,0,0,0,0
307,2447,शर्मा जी उनकी बुद्धि चातुर्य को देखकर आनन्दित थे,30393_1,7.484,Text is fine;,Hindi,0,0,0,0,0,0,0
308,2447,राज कुमार सिंह भारत की सोलहवीं लोकसभा में सांसद हैं,30392_1,7.356,Text is fine;,Hindi,0,0,0,0,0,0,0
309,2447,वहां भिक्षु विनीतप्रभा के साथ एक वर्ष तक अध्ययन किया,30391_1,6.46,Text is fine;,Hindi,0,0,0,0,0,0,0
310,2447,राजस्थान विधान सभा के निर्वाचित सदस्यों की सूची,30390_1,6.587999999999999,Text is fine;,Hindi,0,0,0,0,0,0,0
311,2447,स्कैंडिनेवियाई अमेरिकी जनसंख्या मुख्यतः नार्वेजियन और स्वीडिश है,30389_1,10.044,Text too long;Too many difficult words in text (not used in day-to-day conversations);,Hindi,0,0,0,0,0,0,0
312,2447,प्रसिद्ध साहित्यकार प्रतापनारायण मिश्र की पुस्तक,30388_1,6.204,Text is fine;,Hindi,0,0,0,0,0,0,0
