,user-id,text,audioFileName,audioLength,commentMsg,language,AIF,TAADNM,SVIU,ICA,BIN,IA,VIROA
14,2446,"पुण्याहुन कराडला जाण्यासाठी, सातारा मार्गे जावे लागते.",130240_1,5.436,Text is fine;,Marathi,0,0,0,0,0,0,0
15,2446,येथे मद्यपान करून गोंधळ घालणारी तरुण पिढीही पाहायला मिळते.,130239_1,6.332000000000001,Text is fine;,Marathi,0,0,0,0,0,0,0
16,2446,बुध आणि शुक्र हे दोनच अंतर्वर्ती ग्रह आहेत.,130238_1,5.436,Text is fine;,Marathi,0,0,0,0,0,0,0
17,2446,सांडपाणी थेट जलस्त्रोतांमध्ये सोडले जाते.,130237_1,5.052,Text is fine;,Marathi,0,0,0,0,0,0,0
18,2446,त्यावेळी पक्षाने अशोक पाटील यांना लोकसभेची उमेदवारी दिली.,130236_1,6.332000000000001,Text is fine;,Marathi,0,0,0,0,0,0,0
19,2446,या तालुक्यात खालील गावे व शहरांचा समावेश होतो.,130235_2,5.436,Text is fine;,Marathi,0,0,0,0,0,0,0
20,2446,इंग्रजी कॅलेंडरप्रमाणे कोजागरी पौर्णिमा बहुधा ऑक्टोबरमध्ये असते.,130234_1,6.716,Text is fine;,Marathi,0,0,0,0,0,0,0
21,2446,२०१२ रोजी पंतप्रधानपद सोडावे लागले.,130233_1,5.436,Text is fine;,Marathi,0,0,0,0,0,0,0
22,2446,त्यांचा जन्म मध्य प्रदेशातील बार्बरिया इथे झाला.,130232_2,5.436,Text is fine;,Marathi,0,0,0,0,0,0,0
23,2446,राजवाडे यांच्या नावावर स्वतंत्र असा एकही ग्रंथ नाही.,130231_2,5.9479999999999995,Text is fine;,Marathi,0,0,0,0,0,0,0
24,2446,"शिव्यांचा वापर हा स्थळ, काळ आणि परिस्थितीनुसार बदलत असतो.",130230_2,6.972,Text is fine;,Marathi,0,0,0,0,0,0,0
25,2446,आंबेडकरांनी मागासवर्गीयांच्या उत्थानासाठी बहिष्कृत हितकारिणी सभा सुरू केली.,130229_2,7.74,Text is fine;,Marathi,0,0,0,0,0,0,0
26,2446,"असं म्हणतात की, किल्ला बांधण्यासाठी एक कोटी होन खर्ची पडले.",130228_2,6.716,Text is fine;,Marathi,0,0,0,0,0,0,0
27,2446,यामागची परंपरा कशी व केंव्हा सुरु झाली याची नोंद नाही.,130227_2,5.9479999999999995,Text is fine;,Marathi,0,0,0,0,0,0,0
28,2446,अस्पृश्यांना त्यांच्यावर होणार्‍या अन्यायाची जाणिव झाली.,130226_2,5.308,Text is fine;,Marathi,0,0,0,0,0,0,0
29,2446,चिट्टस्वर करून पहिला भाग संपतो.,130225_2,5.18,Text is fine;,Marathi,0,0,0,0,0,0,0
30,2446,त्याने तमिळ चित्रपटांमधून विनोदी अभिनेत्याच्या भूमिका केल्या आहेत.,130224_2,6.587999999999999,Text is fine;,Marathi,0,0,0,0,0,0,0
31,2446,"१९६९ ते ९ ऑगस्ट, इ.",130096_2,6.0760000000000005,Text is fine;,Marathi,0,0,0,0,0,0,0
32,2446,शाहरूख खानने ५० पेक्षा अधिक हिंदी चित्रपटांमध्ये भूमिका केल्या.,130194_2,6.587999999999999,Text is fine;,Marathi,0,0,0,0,0,0,0
33,2446,प्लूटोची कक्षा इतर ग्रहांपेक्षा बरीच वेगळी आहे.,130193_2,5.692,Text is fine;,Marathi,0,0,0,0,0,0,0
34,2446,तो दरवर्षी सूर्याच्या १.,130192_1,3.9,Text is fine;,Marathi,0,0,0,0,0,0,0
35,2446,शिल्पकार तारकासमूहामध्ये कोणताही ताऱ्याची आभासी दृश्यप्रत ३ पेक्षा कमी नाही.,130191_1,8.124,Text is fine;,Marathi,0,0,0,0,0,0,0
36,2446,जवळील सभामंडपात सार्वजनिक गणेशोत्सव साजरा होतो.,130190_1,5.692,Text is fine;,Marathi,0,0,0,0,0,0,0
37,2446,तेथील २०४ गावकर्‍यांचा मृत्यु झाला.,130189_2,5.436,Text is fine;,Marathi,0,0,0,0,0,0,0
38,2446,पंडूने त्या मंत्राद्वारे पुत्रप्राप्ती करून घेण्यास सहमती दर्शवली.,130188_2,7.1,Text is fine;,Marathi,0,0,0,0,0,0,0
39,2446,बर्गे हे बहमनी आमदनी पासून मशहूर असे पराक्रमी घराणे होय.,130187_2,7.228,Text is fine;,Marathi,0,0,0,0,0,0,0
40,2446,जिल्ह्यातील दुय्यम रस्ता गावाला जोडलेला आहे.,130186_2,5.564,Text is fine;,Marathi,0,0,0,0,0,0,0
41,2446,देवालयापेक्षा देहालय श्रेष्ठ आहे.,130185_2,5.052,Text is fine;,Marathi,0,0,0,0,0,0,0
42,2446,ह्या मैदानावर असोसिएशन फुटबॉल सामने खेळवले जातात.,130184_2,5.82,Text is fine;,Marathi,0,0,0,0,0,0,0
43,2446,हॅनिबलला आजवरच्या इतिहासातील सर्वोत्तम लष्करी पुढारी मानण्यात येते.,130183_2,7.356,Text is fine;,Marathi,0,0,0,0,0,0,0
44,2446,पुढील तीन दशके तमिळ चित्रपटसृष्टीत त्यांच्या नावाचा दबदबा राहिला.,130095_2,7.484,Text is fine;,Marathi,0,0,0,0,0,0,0
45,2446,या भाविकांसाठी चांगल्या सोयीसुविधा उपलब्ध करून दिल्या जातात.,130094_2,6.843999999999999,Text is fine;,Marathi,0,0,0,0,0,0,0
46,2446,ह्या गावाचा जनगणनेतील स्थल निर्देशांक ५५५६०७ आहे.,129305_2,10.427999999999999,Text is fine;,Marathi,0,0,0,0,0,0,0
47,2446,"ही झडप जुलै १२, इ.",129304_2,4.668,Text is fine;,Marathi,0,0,0,0,0,0,0
48,2446,"१९१७ साली, ब्रिटिश परराष्ट्र्मंत्री आर्थर जे.",129303_2,6.972,Text is fine;,Marathi,0,0,0,0,0,0,0
49,2446,१९९१ रोजी पार पडलेली फॉर्म्युला वन शर्यत होती.,129302_1,7.356,Text is fine;,Marathi,0,0,0,0,0,0,0
50,2446,कारण विद्यापीठात करण्यात आली आणि त्याचे परिणामही अनुकूल दिसून आले.,129301_1,7.356,Text is fine;,Marathi,0,0,0,0,0,0,0
51,2446,यानाच्या दुरुस्तीसाठी यानाबाहेर अंतराळ यात्रेला जाताना हा पोशाख अत्यावश्यक असतो.,129300_1,7.996,Text is fine;,Marathi,0,0,0,0,0,0,0
